,carat,cut,color,clarity,depth,table,price,'x','y','z'
40697,0.4,b'Ideal',b'E',b'VVS2',62.2,56.0,1158.0,4.71,4.78,2.95
12982,1.11,b'Premium',b'H',b'VS2',62.0,59.0,5395.0,6.66,6.59,4.11
7166,0.92,b'Ideal',b'E',b'SI1',61.4,55.0,4183.0,6.29,6.25,3.85
12869,1.21,b'Very Good',b'G',b'SI2',59.3,59.0,5364.0,6.97,7.0,4.14
29535,0.39,b'Very Good',b'F',b'SI1',60.0,57.0,704.0,4.76,4.8,2.86
38635,0.31,b'Premium',b'I',b'VS1',60.8,59.0,489.0,4.37,4.41,2.67
37529,0.5,b'Good',b'I',b'VS2',64.6,59.0,987.0,4.9,4.95,3.18
882,0.9,b'Good',b'J',b'SI1',64.0,61.0,2873.0,6.0,5.96,3.83
32272,0.3,b'Very Good',b'E',b'VVS2',60.8,60.0,789.0,4.27,4.31,2.61
13893,1.01,b'Good',b'G',b'VS2',60.3,57.0,5655.0,6.46,6.51,3.91
51955,0.85,b'Ideal',b'J',b'VS2',61.7,55.0,2442.0,6.08,6.11,3.76
29689,0.4,b'Very Good',b'E',b'SI1',62.8,59.0,707.0,4.7,4.73,2.96
557,0.72,b'Ideal',b'E',b'SI1',62.3,57.0,2831.0,5.7,5.76,3.57
1960,0.79,b'Premium',b'F',b'VS2',60.7,60.0,3089.0,5.95,5.97,3.62
46099,0.51,b'Very Good',b'G',b'VS1',59.6,58.0,1741.0,5.21,5.22,3.11
1207,0.76,b'Premium',b'G',b'VS1',59.6,57.0,2937.0,6.01,5.91,3.55
25552,2.09,b'Ideal',b'H',b'SI1',60.6,57.0,14383.0,8.34,8.29,5.04
7684,0.96,b'Premium',b'D',b'SI2',60.0,61.0,4274.0,6.36,6.32,3.81
16859,1.22,b'Ideal',b'H',b'SI1',62.2,54.0,6727.0,6.83,6.86,4.26
26086,2.08,b'Premium',b'I',b'SI2',61.2,58.0,15321.0,8.24,8.16,5.02
44789,0.5,b'Premium',b'E',b'VS2',61.8,58.0,1624.0,5.07,5.09,3.14
28308,0.3,b'Very Good',b'H',b'SI1',62.9,58.0,432.0,4.24,4.28,2.68
10485,1.02,b'Premium',b'H',b'SI1',62.0,60.0,4796.0,6.37,6.4,3.96
19595,1.51,b'Very Good',b'H',b'VS2',63.1,57.0,8219.0,7.24,7.21,4.56
3630,0.71,b'Ideal',b'G',b'VS1',61.8,57.0,3431.0,5.69,5.73,3.53
1708,0.78,b'Ideal',b'F',b'SI1',61.0,55.0,3036.0,6.0,5.96,3.65
26421,1.72,b'Very Good',b'E',b'SI1',62.2,58.0,15948.0,7.63,7.7,4.77
24842,1.53,b'Good',b'H',b'IF',63.1,57.0,13248.0,7.25,7.34,4.6
1140,0.9,b'Fair',b'I',b'VS2',64.1,66.0,2921.0,6.04,5.98,3.85
38975,0.4,b'Premium',b'E',b'VS1',62.5,58.0,1053.0,4.69,4.72,2.94
10238,1.02,b'Ideal',b'H',b'SI1',62.5,57.0,4746.0,6.41,6.46,4.02
26485,2.24,b'Very Good',b'H',b'SI2',62.3,57.0,16077.0,8.3,8.36,5.19
43171,0.54,b'Premium',b'G',b'SI1',61.7,59.0,1389.0,5.2,5.17,3.2
35428,0.32,b'Premium',b'E',b'VS2',61.2,59.0,900.0,4.43,4.4,2.7
25232,1.59,b'Ideal',b'H',b'VS1',60.7,56.0,13839.0,7.54,7.58,4.59
14852,1.07,b'Ideal',b'F',b'SI1',62.7,56.0,5982.0,6.47,6.53,4.08
1307,0.74,b'Very Good',b'H',b'VS1',61.4,56.0,2956.0,5.81,5.84,3.57
18951,1.21,b'Premium',b'G',b'VS2',61.5,58.0,7792.0,6.84,6.81,4.2
48980,0.34,b'Ideal',b'H',b'VS2',60.5,56.0,537.0,4.54,4.58,2.76
12452,1.34,b'Very Good',b'G',b'SI2',63.2,57.0,5245.0,6.98,6.95,4.4
19218,1.02,b'Fair',b'F',b'VVS1',64.6,59.0,7960.0,6.31,6.26,4.06
39673,0.42,b'Ideal',b'G',b'VS2',62.1,56.0,1087.0,4.84,4.79,2.99
44695,0.65,b'Premium',b'G',b'SI1',61.9,58.0,1612.0,5.54,5.51,3.42
46840,0.58,b'Ideal',b'F',b'VS2',61.9,60.0,1811.0,5.32,5.35,3.3
9429,1.05,b'Ideal',b'F',b'SI2',60.9,56.0,4591.0,6.56,6.64,4.02
34919,0.34,b'Ideal',b'F',b'VS2',61.6,57.0,880.0,4.53,4.47,2.77
20219,1.54,b'Premium',b'J',b'VVS2',61.1,59.0,8652.0,7.45,7.4,4.54
19554,1.16,b'Ideal',b'D',b'VS2',62.1,57.0,8185.0,6.73,6.7,4.17
51405,0.54,b'Premium',b'E',b'VVS1',62.7,58.0,2370.0,5.16,5.21,3.25
13283,1.3,b'Fair',b'J',b'SI1',66.0,57.1,5488.0,6.73,6.82,4.45
26762,2.01,b'Very Good',b'H',b'SI1',60.6,62.0,16582.0,8.05,8.08,4.89
37772,0.41,b'Ideal',b'E',b'VS2',62.1,56.0,999.0,4.76,4.74,2.95
15996,1.0,b'Premium',b'E',b'VS2',62.9,58.0,6400.0,6.36,6.29,3.98
25879,1.51,b'Ideal',b'G',b'VVS2',61.8,57.0,14982.0,7.31,7.36,4.53
30654,0.33,b'Ideal',b'D',b'SI1',60.9,56.0,736.0,4.46,4.5,2.73
34395,0.34,b'Ideal',b'G',b'VVS1',61.7,56.0,863.0,4.5,4.55,2.79
19840,1.21,b'Premium',b'G',b'VS2',62.8,59.0,8402.0,6.84,6.76,4.27
9714,0.35,b'Ideal',b'I',b'VVS2',62.4,54.0,590.0,4.51,4.53,2.82
358,0.72,b'Ideal',b'G',b'VS2',62.8,56.0,2805.0,5.74,5.7,3.59
138,0.76,b'Ideal',b'H',b'SI1',61.2,57.0,2765.0,5.88,5.91,3.61
8491,0.9,b'Very Good',b'D',b'SI1',59.5,57.0,4419.0,6.19,6.34,3.73
26132,1.51,b'Premium',b'G',b'VVS1',62.2,58.0,15420.0,7.33,7.3,4.55
16766,1.4,b'Very Good',b'I',b'SI2',62.4,59.0,6677.0,7.12,7.17,4.46
43949,0.31,b'Ideal',b'E',b'SI1',61.1,55.0,516.0,4.36,4.41,2.68
340,0.71,b'Very Good',b'G',b'VS1',63.5,55.0,2803.0,5.66,5.64,3.59
4857,0.71,b'Ideal',b'F',b'VS1',61.4,57.0,3710.0,5.72,5.73,3.52
9569,0.9,b'Premium',b'E',b'VS2',63.0,58.0,4625.0,6.16,6.13,3.87
46633,0.3,b'Very Good',b'E',b'SI1',62.9,56.0,526.0,4.24,4.31,2.69
10582,1.01,b'Very Good',b'H',b'VS2',62.6,61.0,4821.0,6.35,6.4,3.99
5498,1.04,b'Good',b'J',b'VS2',57.4,60.0,3844.0,6.76,6.72,3.87
21300,1.51,b'Fair',b'H',b'VS2',65.0,64.0,9452.0,7.1,7.03,4.59
8556,1.01,b'Premium',b'E',b'SI2',59.6,61.0,4434.0,6.59,6.56,3.92
10913,1.01,b'Very Good',b'F',b'SI1',59.8,59.0,4890.0,6.39,6.43,3.83
1932,0.81,b'Premium',b'I',b'VVS2',62.9,59.0,3084.0,5.95,5.84,3.71
2352,0.93,b'Fair',b'G',b'SI2',66.1,58.1,3172.0,6.0,6.04,3.98
15848,1.02,b'Ideal',b'D',b'SI1',62.2,56.0,6340.0,6.43,6.47,4.0
3236,0.9,b'Good',b'I',b'VS2',58.5,66.0,3353.0,6.23,6.25,3.65
27716,0.36,b'Premium',b'E',b'SI2',62.6,57.0,648.0,4.54,4.5,2.83
45123,0.77,b'Fair',b'D',b'SI2',65.1,63.0,1651.0,5.71,5.65,3.7
42261,0.49,b'Good',b'F',b'VS1',59.2,60.9,1294.0,5.08,5.18,3.04
39919,0.41,b'Premium',b'D',b'VVS2',61.9,59.0,1105.0,4.75,4.78,2.95
36575,0.35,b'Ideal',b'D',b'VS2',62.3,56.0,945.0,4.54,4.51,2.82
34704,0.31,b'Premium',b'F',b'IF',60.8,59.0,874.0,4.36,4.39,2.66
5619,1.02,b'Very Good',b'F',b'SI2',58.7,63.0,3875.0,6.49,6.46,3.8
14973,1.57,b'Premium',b'J',b'SI2',59.6,56.0,6031.0,7.59,7.5,4.5
20538,1.03,b'Ideal',b'F',b'VVS2',61.6,56.0,8860.0,6.53,6.46,4.0
25372,0.28,b'Ideal',b'F',b'VVS2',61.8,56.0,642.0,4.21,4.24,2.61
18800,1.06,b'Very Good',b'G',b'VVS2',62.9,56.0,7695.0,6.56,6.6,4.14
6344,0.9,b'Premium',b'H',b'VS2',61.6,58.0,4032.0,6.26,6.18,3.83
6139,1.02,b'Ideal',b'H',b'I1',62.1,56.0,3987.0,6.45,6.4,3.99
785,0.62,b'Ideal',b'G',b'VVS2',61.6,56.0,2861.0,5.45,5.48,3.37
30403,0.32,b'Premium',b'G',b'VVS2',61.2,59.0,730.0,4.39,4.44,2.7
23173,1.5,b'Premium',b'G',b'VS2',59.9,58.0,11189.0,7.38,7.34,4.41
27734,2.06,b'Ideal',b'I',b'VS2',62.2,55.0,18779.0,8.15,8.19,5.08
31778,0.42,b'Very Good',b'E',b'SI1',62.8,59.0,773.0,4.74,4.78,2.99
8036,0.9,b'Good',b'D',b'VS2',62.6,65.0,4334.0,6.1,6.04,3.8
8315,1.0,b'Ideal',b'H',b'SI2',58.3,61.0,4390.0,6.56,6.61,3.84
6313,0.91,b'Premium',b'F',b'SI1',61.0,59.0,4026.0,6.23,6.19,3.79
22052,1.16,b'Ideal',b'G',b'IF',62.3,55.0,10082.0,6.79,6.73,4.21
18556,1.01,b'Ideal',b'E',b'VS1',61.6,57.0,7565.0,6.45,6.41,3.96
2169,0.74,b'Premium',b'E',b'VS1',60.0,57.0,3133.0,5.94,5.89,3.55
50062,0.71,b'Premium',b'I',b'VS1',62.5,61.0,2202.0,5.68,5.64,3.54
14138,2.27,b'Fair',b'J',b'I1',67.6,55.0,5733.0,8.05,8.0,5.43
18693,0.29,b'Ideal',b'E',b'VS1',61.2,56.0,619.0,4.27,4.29,2.61
26417,1.7,b'Premium',b'G',b'VS2',59.0,58.0,15941.0,7.85,7.8,4.62
11826,1.08,b'Ideal',b'E',b'SI1',62.6,57.0,5096.0,6.53,6.56,4.1
25833,2.06,b'Premium',b'H',b'SI1',62.4,59.0,14863.0,8.11,8.07,5.05
49114,0.62,b'Premium',b'F',b'VS2',61.4,59.0,2065.0,5.5,5.47,3.37
6591,1.19,b'Premium',b'G',b'SI2',62.4,59.0,4078.0,6.74,6.71,4.2
37226,0.4,b'Ideal',b'E',b'VS2',62.2,56.0,975.0,4.74,4.72,2.94
47093,0.52,b'Ideal',b'E',b'VS2',62.2,54.0,1825.0,5.13,5.16,3.2
7597,1.04,b'Good',b'F',b'SI2',58.5,61.0,4257.0,6.63,6.68,3.89
42138,0.5,b'Good',b'I',b'VVS2',64.8,56.0,1280.0,4.92,4.99,3.21
24323,1.6,b'Good',b'E',b'SI1',63.6,58.0,12581.0,7.44,7.38,4.71
4652,0.9,b'Premium',b'G',b'SI1',62.0,61.0,3669.0,6.13,6.07,3.78
28226,0.33,b'Ideal',b'H',b'VVS2',60.9,57.0,666.0,4.48,4.52,2.74
33210,0.27,b'Premium',b'F',b'IF',61.7,57.0,820.0,4.21,4.12,2.57
19799,1.53,b'Premium',b'H',b'SI1',62.4,60.0,8365.0,7.34,7.31,4.57
42359,0.46,b'Premium',b'E',b'VS2',62.2,58.0,1302.0,4.99,4.95,3.09
7069,0.33,b'Very Good',b'E',b'SI1',59.1,58.0,579.0,4.51,4.56,2.68
51662,0.73,b'Ideal',b'I',b'VS1',60.7,56.0,2397.0,5.85,5.81,3.54
42417,0.54,b'Very Good',b'F',b'SI2',61.2,57.4,1311.0,5.23,5.25,3.21
50811,0.54,b'Ideal',b'D',b'VS2',61.6,55.0,2307.0,5.25,5.27,3.24
5744,0.9,b'Ideal',b'G',b'SI1',60.2,56.0,3894.0,6.24,6.29,3.77
48515,0.58,b'Premium',b'G',b'VS1',61.5,58.0,1984.0,5.41,5.35,3.31
17438,1.09,b'Very Good',b'F',b'VS2',61.4,54.0,6990.0,6.66,6.7,4.1
29504,0.4,b'Premium',b'G',b'SI1',62.0,59.0,702.0,4.7,4.72,2.92
48613,0.51,b'Ideal',b'F',b'VVS2',61.7,56.0,1998.0,5.12,5.15,3.17
26039,0.32,b'Ideal',b'F',b'VS2',61.3,56.0,645.0,4.41,4.43,2.71
11951,1.13,b'Premium',b'D',b'SI2',60.9,59.0,5133.0,6.65,6.72,4.07
929,0.88,b'Fair',b'F',b'SI1',56.6,65.0,2882.0,6.39,6.32,3.6
52820,0.7,b'Very Good',b'F',b'SI1',62.4,56.0,2573.0,5.63,5.69,3.53
22852,2.01,b'Fair',b'G',b'SI2',65.9,57.0,10887.0,7.85,7.78,5.15
8767,1.06,b'Ideal',b'G',b'SI2',62.2,57.0,4467.0,6.51,6.49,4.04
11120,1.05,b'Ideal',b'H',b'SI1',62.5,56.0,4937.0,6.43,6.52,4.05
47498,0.47,b'Ideal',b'H',b'IF',61.9,56.0,1865.0,4.99,5.02,3.1
28797,0.27,b'Very Good',b'F',b'VVS1',61.8,56.0,682.0,4.15,4.17,2.57
11738,1.16,b'Premium',b'F',b'SI2',62.1,59.0,5072.0,6.71,6.76,4.18
46558,0.51,b'Very Good',b'F',b'VS2',60.5,63.0,1781.0,5.17,5.11,3.11
44014,0.51,b'Premium',b'G',b'VS2',62.2,57.0,1546.0,5.15,5.1,3.19
2011,0.71,b'Ideal',b'E',b'VS2',62.2,56.0,3103.0,5.7,5.75,3.56
17297,1.3,b'Premium',b'I',b'VS1',62.2,59.0,6931.0,6.97,6.91,4.32
40379,0.36,b'Ideal',b'D',b'VS1',61.7,55.0,1131.0,4.58,4.6,2.83
48796,0.7,b'Premium',b'F',b'SI1',60.8,59.0,2023.0,5.73,5.71,3.48
50577,0.56,b'Premium',b'E',b'VVS2',61.5,58.0,2279.0,5.3,5.33,3.27
44179,0.51,b'Premium',b'E',b'VS2',61.6,58.0,1567.0,5.18,5.15,3.18
18990,1.03,b'Premium',b'E',b'VS1',59.6,59.0,7817.0,6.59,6.57,3.92
27840,0.31,b'Good',b'E',b'VS2',59.1,56.0,651.0,4.41,4.46,2.62
21312,1.51,b'Very Good',b'I',b'VS1',61.8,63.0,9467.0,7.28,7.34,4.52
26167,2.02,b'Premium',b'G',b'SI2',61.0,58.0,15498.0,8.15,8.22,4.99
39332,0.34,b'Ideal',b'F',b'VVS2',59.1,57.0,1071.0,4.66,4.61,2.74
53318,0.71,b'Good',b'E',b'SI1',59.2,61.0,2651.0,5.8,5.85,3.45
16390,1.27,b'Ideal',b'E',b'VS2',61.8,55.0,6543.0,7.03,6.92,4.31
11172,0.98,b'Ideal',b'F',b'SI1',62.7,55.0,4950.0,6.37,6.27,3.96
40603,0.23,b'Very Good',b'E',b'VVS2',60.7,58.0,498.0,3.96,4.01,2.42
22967,1.59,b'Very Good',b'I',b'VS1',61.2,57.8,11018.0,7.5,7.52,4.6
36129,0.33,b'Ideal',b'E',b'VS2',60.5,56.0,928.0,4.51,4.48,2.72
45734,0.52,b'Ideal',b'H',b'VS1',61.0,56.0,1699.0,5.15,5.23,3.17
42903,0.59,b'Very Good',b'E',b'SI2',62.9,58.0,1362.0,5.33,5.39,3.37
53082,0.56,b'Very Good',b'D',b'VVS2',61.6,59.0,2612.0,5.27,5.34,3.27
18019,1.01,b'Ideal',b'G',b'VS1',61.2,57.0,7290.0,6.42,6.47,3.95
1141,0.71,b'Very Good',b'E',b'VS2',63.7,58.0,2922.0,5.6,5.64,3.58
52023,0.57,b'Ideal',b'E',b'VVS2',61.5,56.0,2447.0,5.31,5.35,3.28
10233,1.19,b'Premium',b'I',b'SI2',62.6,58.0,4745.0,6.75,6.7,4.21
47775,0.7,b'Fair',b'D',b'SI1',52.2,65.0,1895.0,6.04,5.99,3.14
15434,1.21,b'Ideal',b'H',b'SI1',61.1,57.0,6180.0,6.91,6.83,4.2
16743,1.2,b'Premium',b'H',b'VS2',60.6,58.0,6666.0,6.88,6.82,4.15
3134,0.74,b'Very Good',b'G',b'VVS1',63.2,56.0,3328.0,5.74,5.72,3.62
39758,0.51,b'Ideal',b'G',b'SI2',61.3,55.0,1094.0,5.17,5.19,3.17
51486,0.7,b'Premium',b'G',b'VS2',63.0,57.0,2381.0,5.67,5.6,3.55
18626,1.01,b'Ideal',b'F',b'VS1',62.0,57.0,7602.0,6.45,6.39,3.98
17858,1.0,b'Premium',b'F',b'VVS2',61.9,61.0,7204.0,6.45,6.32,3.95
34591,0.37,b'Ideal',b'J',b'SI1',61.4,57.0,469.0,4.62,4.66,2.85
42849,0.41,b'Ideal',b'F',b'VVS1',62.3,55.0,1356.0,4.79,4.74,2.97
28011,0.3,b'Very Good',b'E',b'VS2',62.9,58.0,658.0,4.22,4.24,2.66
36027,0.53,b'Good',b'I',b'SI1',65.5,59.0,923.0,5.01,5.06,3.3
10213,1.16,b'Ideal',b'I',b'SI1',61.5,60.0,4742.0,6.76,6.71,4.14
36788,0.34,b'Ideal',b'E',b'VS2',62.2,55.0,956.0,4.49,4.48,2.79
52360,0.8,b'Very Good',b'H',b'SI2',63.4,58.0,2502.0,5.87,5.84,3.71
24950,2.0,b'Premium',b'G',b'SI2',62.9,58.0,13420.0,7.98,7.92,5.0
36268,0.32,b'Ideal',b'G',b'VVS2',61.9,57.0,936.0,4.41,4.38,2.72
35426,0.32,b'Ideal',b'E',b'VS2',61.7,56.0,900.0,4.44,4.41,2.73
17514,1.25,b'Ideal',b'I',b'VS1',61.4,58.0,7042.0,6.89,6.93,4.24
13749,1.01,b'Good',b'F',b'VS1',62.9,64.0,5606.0,6.38,6.28,3.98
10516,0.91,b'Ideal',b'F',b'SI1',62.0,57.0,4801.0,6.22,6.24,3.86
34587,0.42,b'Ideal',b'F',b'VS2',62.0,55.0,872.0,4.79,4.82,2.98
7461,0.9,b'Premium',b'H',b'VS1',62.9,58.0,4234.0,6.12,6.06,3.83
38392,0.42,b'Premium',b'E',b'VS2',62.8,59.0,1024.0,4.8,4.76,3.0
51326,0.31,b'Ideal',b'H',b'VS1',62.6,55.0,544.0,4.34,4.38,2.73
39832,0.5,b'Very Good',b'G',b'SI1',61.1,57.0,1098.0,5.14,5.2,3.16
9342,1.0,b'Good',b'I',b'VS1',63.9,56.0,4581.0,6.37,6.18,4.01
12336,1.1,b'Ideal',b'G',b'SI1',62.3,56.0,5226.0,6.64,6.58,4.12
37437,0.33,b'Premium',b'E',b'VVS1',59.7,58.0,984.0,4.49,4.52,2.69
9428,1.2,b'Very Good',b'J',b'VS2',62.5,57.0,4590.0,6.72,6.79,4.22
38244,0.32,b'Ideal',b'E',b'IF',62.9,54.0,1018.0,4.37,4.41,2.76
52273,0.72,b'Premium',b'F',b'SI1',61.7,59.0,2492.0,5.74,5.7,3.53
1998,0.9,b'Very Good',b'I',b'SI2',60.4,58.0,3099.0,6.25,6.31,3.79
24364,0.4,b'Very Good',b'G',b'SI1',58.3,62.0,636.0,4.81,4.86,2.82
48438,0.51,b'Ideal',b'G',b'VVS2',61.5,57.0,1974.0,5.18,5.13,3.17
34624,0.31,b'Premium',b'E',b'VS2',61.0,58.0,872.0,4.39,4.37,2.67
2282,0.9,b'Very Good',b'H',b'SI2',62.8,57.0,3160.0,6.15,6.2,3.88
28939,0.3,b'Premium',b'H',b'VVS1',62.7,59.0,684.0,4.29,4.32,2.7
28669,0.24,b'Ideal',b'F',b'VVS2',61.0,56.0,678.0,4.05,4.08,2.48
13392,0.38,b'Ideal',b'F',b'SI2',62.1,56.0,602.0,4.62,4.65,2.88
22785,1.29,b'Ideal',b'G',b'VVS2',62.4,57.0,10807.0,6.97,6.94,4.34
6439,1.29,b'Very Good',b'G',b'SI2',63.2,54.0,4045.0,6.96,6.94,4.39
27997,0.3,b'Premium',b'E',b'VS2',61.7,58.0,658.0,4.32,4.34,2.67
6031,0.25,b'Very Good',b'E',b'VVS1',60.2,59.0,575.0,4.11,4.13,2.48
33154,0.31,b'Premium',b'G',b'VVS1',60.5,60.0,816.0,4.33,4.4,2.64
30373,0.36,b'Good',b'H',b'VS2',63.7,55.0,729.0,4.52,4.49,2.87
34396,0.3,b'Ideal',b'F',b'VVS1',60.5,56.0,863.0,4.34,4.45,2.66
11777,1.2,b'Very Good',b'J',b'SI1',61.8,57.7,5083.0,6.78,6.91,4.23
19539,1.0,b'Very Good',b'F',b'VVS2',63.2,56.0,8172.0,6.35,6.3,4.0
17154,1.21,b'Premium',b'H',b'VS2',59.3,60.0,6849.0,6.93,6.99,4.13
46619,0.51,b'Ideal',b'D',b'VS2',62.3,57.0,1787.0,5.09,5.12,3.18
40486,0.5,b'Fair',b'E',b'SI2',65.2,57.0,1141.0,4.96,4.91,3.22
40312,0.4,b'Premium',b'E',b'VS1',62.4,54.0,1125.0,4.75,4.71,2.95
11381,0.34,b'Ideal',b'H',b'VS1',62.5,57.0,596.0,4.43,4.46,2.78
4658,1.12,b'Fair',b'I',b'SI2',64.6,57.0,3669.0,6.5,6.47,4.19
12497,1.15,b'Very Good',b'E',b'SI2',60.0,59.0,5257.0,6.78,6.82,4.08
9101,0.93,b'Very Good',b'D',b'SI1',60.8,59.0,4527.0,6.24,6.27,3.8
10058,0.31,b'Ideal',b'F',b'VS2',60.5,57.0,591.0,4.39,4.41,2.66
34610,0.28,b'Good',b'E',b'VS1',64.3,55.0,470.0,4.14,4.16,2.67
49353,0.56,b'Ideal',b'F',b'VS1',62.1,56.0,2097.0,5.32,5.28,3.29
20584,1.5,b'Very Good',b'I',b'VS2',62.5,59.0,8893.0,7.26,7.3,4.55
36636,0.41,b'Very Good',b'D',b'SI1',63.4,55.0,947.0,4.72,4.68,2.98
37822,0.33,b'Ideal',b'D',b'VS2',62.1,56.0,1002.0,4.48,4.44,2.77
5889,0.8,b'Ideal',b'E',b'VS2',60.9,57.0,3930.0,6.01,6.05,3.67
14376,0.3,b'Premium',b'F',b'VS2',60.7,58.0,605.0,4.32,4.35,2.63
19086,1.02,b'Very Good',b'G',b'VVS1',62.1,59.0,7861.0,6.36,6.39,3.96
24306,2.0,b'Good',b'H',b'SI2',63.8,59.0,12554.0,7.93,7.88,5.04
52633,0.3,b'Very Good',b'G',b'VVS2',61.6,56.0,552.0,4.27,4.3,2.64
16715,0.3,b'Ideal',b'F',b'SI1',61.9,57.0,609.0,4.28,4.31,2.66
36576,0.36,b'Premium',b'F',b'VVS2',62.5,56.0,945.0,4.6,4.52,2.85
29808,0.3,b'Good',b'D',b'SI1',63.8,57.0,709.0,4.29,4.27,2.73
51316,0.31,b'Good',b'G',b'VS2',63.1,56.0,544.0,4.31,4.37,2.74
33703,0.3,b'Ideal',b'E',b'VVS1',61.6,55.0,838.0,4.34,4.36,2.68
10651,1.01,b'Premium',b'H',b'SI1',62.4,60.0,4836.0,6.36,6.33,3.96
34542,0.35,b'Ideal',b'H',b'IF',61.5,57.0,868.0,4.55,4.58,2.8
32402,0.37,b'Premium',b'F',b'SI1',62.5,58.0,791.0,4.57,4.52,2.84
16977,1.07,b'Very Good',b'G',b'VS1',61.2,55.0,6780.0,6.63,6.67,4.07
24995,1.54,b'Ideal',b'G',b'VS2',60.2,59.0,13508.0,7.47,7.52,4.51
3744,0.3,b'Premium',b'F',b'VS1',61.0,58.0,570.0,4.33,4.36,2.65
17373,0.32,b'Premium',b'G',b'SI1',62.8,56.0,612.0,4.36,4.34,2.73
38211,0.43,b'Premium',b'F',b'SI1',62.4,56.0,1016.0,4.84,4.81,3.01
51593,0.7,b'Very Good',b'I',b'VVS2',62.4,61.0,2394.0,5.6,5.75,3.54
46737,0.72,b'Very Good',b'H',b'SI2',63.5,55.0,1799.0,5.66,5.62,3.58
23377,0.33,b'Premium',b'G',b'SI1',61.6,57.0,631.0,4.45,4.42,2.73
1875,0.7,b'Ideal',b'G',b'VVS1',61.6,55.0,3073.0,5.72,5.75,3.53
22190,1.51,b'Very Good',b'H',b'VS2',62.8,58.0,10225.0,7.21,7.28,4.55
3760,0.94,b'Premium',b'F',b'SI2',62.4,58.0,3456.0,6.23,6.17,3.87
52172,0.77,b'Ideal',b'I',b'SI1',61.8,55.0,2475.0,5.89,5.93,3.65
35820,0.31,b'Ideal',b'F',b'IF',62.1,54.0,914.0,4.36,4.4,2.72
13654,1.27,b'Good',b'J',b'VS1',63.4,60.0,5588.0,6.8,6.85,4.33
13146,1.11,b'Good',b'G',b'SI2',59.7,61.0,5438.0,6.72,6.69,4.0
52193,0.77,b'Ideal',b'H',b'VS2',60.6,57.0,2479.0,5.93,5.89,3.58
37383,0.4,b'Ideal',b'I',b'IF',62.2,56.0,982.0,4.71,4.75,2.94
15812,1.24,b'Premium',b'H',b'SI1',60.1,58.0,6327.0,7.04,7.01,4.22
3321,0.52,b'Ideal',b'D',b'VVS1',62.1,54.0,3373.0,5.15,5.18,3.21
51412,0.8,b'Premium',b'F',b'SI2',58.5,62.0,2371.0,6.08,6.05,3.55
22432,1.71,b'Premium',b'H',b'VS1',62.1,59.0,10457.0,7.63,7.55,4.71
3311,0.9,b'Very Good',b'D',b'SI2',58.1,60.0,3371.0,6.24,6.26,3.63
50711,0.7,b'Very Good',b'G',b'SI1',63.5,56.0,2293.0,5.64,5.7,3.6
44299,0.6,b'Premium',b'E',b'SI1',63.0,60.0,1577.0,5.44,5.39,3.41
51776,0.7,b'Ideal',b'F',b'SI1',62.6,55.0,2410.0,5.67,5.7,3.56
12743,1.19,b'Ideal',b'H',b'SI1',62.3,55.0,5318.0,6.84,6.8,4.25
45639,0.23,b'Very Good',b'F',b'VVS1',60.7,55.0,525.0,3.98,4.0,2.42
44363,0.55,b'Premium',b'D',b'SI1',62.7,59.0,1580.0,5.22,5.25,3.28
8210,0.9,b'Good',b'F',b'VS2',62.4,58.0,4370.0,6.08,6.1,3.8
44199,0.51,b'Premium',b'D',b'SI1',61.6,58.0,1569.0,5.12,5.14,3.16
17740,1.2,b'Very Good',b'I',b'IF',59.1,61.0,7141.0,6.91,6.99,4.11
21386,0.34,b'Very Good',b'I',b'VVS1',61.9,58.0,626.0,4.43,4.52,2.77
16018,1.02,b'Ideal',b'G',b'VS2',62.5,58.0,6410.0,6.36,6.44,4.0
34285,0.26,b'Very Good',b'H',b'VVS1',62.5,58.0,468.0,4.08,4.11,2.56
15114,1.24,b'Very Good',b'I',b'SI1',61.4,59.0,6075.0,6.86,6.92,4.23
22207,1.5,b'Good',b'H',b'VS1',63.4,59.0,10256.0,7.2,7.29,4.59
4492,1.0,b'Ideal',b'I',b'SI2',58.8,55.0,3629.0,6.53,6.46,3.82
22054,1.21,b'Premium',b'D',b'VS1',60.2,59.0,10083.0,6.89,6.86,4.14
3112,0.92,b'Very Good',b'I',b'SI1',63.3,58.0,3323.0,6.18,6.14,3.9
49334,0.7,b'Very Good',b'G',b'SI1',62.2,58.0,2095.0,5.63,5.66,3.51
49062,0.72,b'Premium',b'F',b'SI2',61.7,58.0,2058.0,5.73,5.78,3.55
44602,0.53,b'Premium',b'G',b'VS2',62.4,59.0,1607.0,5.16,5.13,3.21
35634,0.35,b'Ideal',b'H',b'SI2',60.3,55.0,474.0,4.61,4.65,2.79
33623,0.33,b'Ideal',b'G',b'SI2',61.7,55.0,463.0,4.46,4.48,2.76
51739,0.7,b'Very Good',b'F',b'SI1',59.7,56.9,2403.0,5.73,5.86,3.46
4912,0.92,b'Very Good',b'G',b'SI1',63.8,57.0,3724.0,6.13,6.16,3.92
46628,0.3,b'Ideal',b'G',b'VS2',61.3,56.0,526.0,4.28,4.33,2.64
5463,1.23,b'Very Good',b'H',b'I1',61.9,60.6,3835.0,6.79,6.85,4.22
22760,1.71,b'Ideal',b'J',b'VS1',62.4,56.0,10778.0,7.63,7.59,4.75
